Genus,genome_count,fraction,percentage
Betanecrovirus,3,0.0001514921981517952,0.01514921981517952
Wenrivirus,3,0.0001514921981517952,0.01514921981517952
Cursavirus,3,0.0001514921981517952,0.01514921981517952
Memtorquevirus,3,0.0001514921981517952,0.01514921981517952
Hirbovirus,3,0.0001514921981517952,0.01514921981517952
Andorivirus,3,0.0001514921981517952,0.01514921981517952
Amaruvirus,3,0.0001514921981517952,0.01514921981517952
Arnovirus,3,0.0001514921981517952,0.01514921981517952
Gettysburgvirus,3,0.0001514921981517952,0.01514921981517952
Gimeltorquevirus,3,0.0001514921981517952,0.01514921981517952
Plazymidvirus,3,0.0001514921981517952,0.01514921981517952
Divavirus,3,0.0001514921981517952,0.01514921981517952
Poacevirus,3,0.0001514921981517952,0.01514921981517952
Higashivirus,3,0.0001514921981517952,0.01514921981517952
Megavirus,3,0.0001514921981517952,0.01514921981517952
Melianvirus,3,0.0001514921981517952,0.01514921981517952
Redjacvirus,3,0.0001514921981517952,0.01514921981517952
Reminisvirus,3,0.0001514921981517952,0.01514921981517952
Colunavirus,3,0.0001514921981517952,0.01514921981517952
Bimevirus,3,0.0001514921981517952,0.01514921981517952
Maxstovirus,3,0.0001514921981517952,0.01514921981517952
Manuelvirus,3,0.0001514921981517952,0.01514921981517952
Marchewkavirus,3,0.0001514921981517952,0.01514921981517952
Tethysvirus,3,0.0001514921981517952,0.01514921981517952
Ringilvirus,3,0.0001514921981517952,0.01514921981517952
Rivavirus,3,0.0001514921981517952,0.01514921981517952
Coetzeevirus,3,0.0001514921981517952,0.01514921981517952
Cofodevirus,3,0.0001514921981517952,0.01514921981517952
Vhmlvirus,3,0.0001514921981517952,0.01514921981517952
Arequatrovirus,3,0.0001514921981517952,0.01514921981517952
Aretevirus,3,0.0001514921981517952,0.01514921981517952
Arlivirus,3,0.0001514921981517952,0.01514921981517952
Dordavirus,3,0.0001514921981517952,0.01514921981517952
Dosmizivirus,3,0.0001514921981517952,0.01514921981517952
Beidivirus,3,0.0001514921981517952,0.01514921981517952
Mahrtovirus,3,0.0001514921981517952,0.01514921981517952
Rtpvirus,3,0.0001514921981517952,0.01514921981517952
Bixiavirus,3,0.0001514921981517952,0.01514921981517952
Tegunavirus,3,0.0001514921981517952,0.01514921981517952
Gervaisevirus,3,0.0001514921981517952,0.01514921981517952
Nitmarvirus,3,0.0001514921981517952,0.01514921981517952
Nitunavirus,3,0.0001514921981517952,0.01514921981517952
Phyllomonavirus,3,0.0001514921981517952,0.01514921981517952
Dragsmacovirus,3,0.0001514921981517952,0.01514921981517952
Pijolavirus,3,0.0001514921981517952,0.01514921981517952
Nevillevirus,3,0.0001514921981517952,0.01514921981517952
Hudivirus,3,0.0001514921981517952,0.01514921981517952
Hudovirus,3,0.0001514921981517952,0.01514921981517952
Huleruivirus,3,0.0001514921981517952,0.01514921981517952
Maldovirus,3,0.0001514921981517952,0.01514921981517952
Citricivirus,3,0.0001514921981517952,0.01514921981517952
Chatterjeevirus,3,0.0001514921981517952,0.01514921981517952
Rymovirus,3,0.0001514921981517952,0.01514921981517952
Saclayvirus,3,0.0001514921981517952,0.01514921981517952
Phadecavirus,3,0.0001514921981517952,0.01514921981517952
Phikzvirus,3,0.0001514921981517952,0.01514921981517952
Dugnivirus,3,0.0001514921981517952,0.01514921981517952
Duonihilunusvirus,3,0.0001514921981517952,0.01514921981517952
Dursuvirus,3,0.0001514921981517952,0.01514921981517952
Dynamenevirus,3,0.0001514921981517952,0.01514921981517952
Beecentumtrevirus,3,0.0001514921981517952,0.01514921981517952
Gemyvongvirus,3,0.0001514921981517952,0.01514921981517952
Geogavirus,3,0.0001514921981517952,0.01514921981517952
Gequatrovirus,3,0.0001514921981517952,0.01514921981517952
Horusivirus,3,0.0001514921981517952,0.01514921981517952
Icerudivirus,3,0.0001514921981517952,0.01514921981517952
Maenadvirus,3,0.0001514921981517952,0.01514921981517952
Wumivirus,3,0.0001514921981517952,0.01514921981517952
Infratovirus,3,0.0001514921981517952,0.01514921981517952
Ictavirus,3,0.0001514921981517952,0.01514921981517952
Tanzavirus,3,0.0001514921981517952,0.01514921981517952
Tapikevirus,3,0.0001514921981517952,0.01514921981517952
Chirohepevirus,3,0.0001514921981517952,0.01514921981517952
Gammahymrhavirus,3,0.0001514921981517952,0.01514921981517952
Gammainfluenzavirus,3,0.0001514921981517952,0.01514921981517952
Gammascleroulivirus,3,0.0001514921981517952,0.01514921981517952
Tremovirus,3,0.0001514921981517952,0.01514921981517952
Petorquevirus,3,0.0001514921981517952,0.01514921981517952
Dyoiotapapillomavirus,3,0.0001514921981517952,0.01514921981517952
Dyorhopapillomavirus,3,0.0001514921981517952,0.01514921981517952
Hudisavirus,3,0.0001514921981517952,0.01514921981517952
Alphapermutotetravirus,3,0.0001514921981517952,0.01514921981517952
Wruxavirus,3,0.0001514921981517952,0.01514921981517952
Seawadnavirus,3,0.0001514921981517952,0.01514921981517952
Sebastisaurusvirus,3,0.0001514921981517952,0.01514921981517952
Wumptrevirus,3,0.0001514921981517952,0.01514921981517952
Lomovskayavirus,3,0.0001514921981517952,0.01514921981517952
Iotaarterivirus,3,0.0001514921981517952,0.01514921981517952
Vespertiliovirus,3,0.0001514921981517952,0.01514921981517952
Phifelvirus,3,0.0001514921981517952,0.01514921981517952
Trinifflemingvirus,3,0.0001514921981517952,0.01514921981517952
Dyoxipapillomavirus,3,0.0001514921981517952,0.01514921981517952
Eahsevirus,3,0.0001514921981517952,0.01514921981517952
Gaunavirus,3,0.0001514921981517952,0.01514921981517952
Idaeovirus,3,0.0001514921981517952,0.01514921981517952
Intivirus,3,0.0001514921981517952,0.01514921981517952
Luchadorvirus,3,0.0001514921981517952,0.01514921981517952
Ludhianavirus,3,0.0001514921981517952,0.01514921981517952
Wuhanvirus,3,0.0001514921981517952,0.01514921981517952
Serbinvirus,3,0.0001514921981517952,0.01514921981517952
Striwavirus,3,0.0001514921981517952,0.01514921981517952
Innmovirus,3,0.0001514921981517952,0.01514921981517952
Inpeasmacovirus,3,0.0001514921981517952,0.01514921981517952
Northevirus,3,0.0001514921981517952,0.01514921981517952
Eerlswavirus,3,0.0001514921981517952,0.01514921981517952
Eimeriavirus,3,0.0001514921981517952,0.01514921981517952
Bartovirus,3,0.0001514921981517952,0.01514921981517952
Batravirus,3,0.0001514921981517952,0.01514921981517952
Baxterfoxvirus,3,0.0001514921981517952,0.01514921981517952
Gajwadongvirus,3,0.0001514921981517952,0.01514921981517952
Tangaroavirus,3,0.0001514921981517952,0.01514921981517952
Schizotequatrovirus,3,0.0001514921981517952,0.01514921981517952
Schmidvirus,3,0.0001514921981517952,0.01514921981517952
Sderotavirus,3,0.0001514921981517952,0.01514921981517952
Sdredfovirus,3,0.0001514921981517952,0.01514921981517952
Caloevirus,3,0.0001514921981517952,0.01514921981517952
Cardoreovirus,3,0.0001514921981517952,0.01514921981517952
Carpasinavirus,3,0.0001514921981517952,0.01514921981517952
Odonatavirus,3,0.0001514921981517952,0.01514921981517952
Vashvirus,3,0.0001514921981517952,0.01514921981517952
Atlauavirus,3,0.0001514921981517952,0.01514921981517952
Trucevirus,3,0.0001514921981517952,0.01514921981517952
Elunavirus,3,0.0001514921981517952,0.01514921981517952
Elveevirus,3,0.0001514921981517952,0.01514921981517952
Gammabaculovirus,3,0.0001514921981517952,0.01514921981517952
Xinspivirus,3,0.0001514921981517952,0.01514921981517952
Jesfedecavirus,3,0.0001514921981517952,0.01514921981517952
Lineavirus,3,0.0001514921981517952,0.01514921981517952
Susfortunavirus,3,0.0001514921981517952,0.01514921981517952
Cavemovirus,3,0.0001514921981517952,0.01514921981517952
Lostrhavirus,3,0.0001514921981517952,0.01514921981517952
Lenusvirus,3,0.0001514921981517952,0.01514921981517952
Strehtovirus,3,0.0001514921981517952,0.01514921981517952
Shaspivirus,3,0.0001514921981517952,0.01514921981517952
Capripoxvirus,3,0.0001514921981517952,0.01514921981517952
Okavirus,3,0.0001514921981517952,0.01514921981517952
Oleavirus,3,0.0001514921981517952,0.01514921981517952
Olivavirus,3,0.0001514921981517952,0.01514921981517952
Emdodecavirus,3,0.0001514921981517952,0.01514921981517952
Emesvirus,3,0.0001514921981517952,0.01514921981517952
Barhavirus,3,0.0001514921981517952,0.01514921981517952
Ocetevirus,3,0.0001514921981517952,0.01514921981517952
Ceceduovirus,3,0.0001514921981517952,0.01514921981517952
Janusvirus,3,0.0001514921981517952,0.01514921981517952
Jilinvirus,3,0.0001514921981517952,0.01514921981517952
Jolieduovirus,3,0.0001514921981517952,0.01514921981517952
Jouyvirus,3,0.0001514921981517952,0.01514921981517952
Leporipoxvirus,3,0.0001514921981517952,0.01514921981517952
Lavrentievavirus,3,0.0001514921981517952,0.01514921981517952
Auricularimonavirus,3,0.0001514921981517952,0.01514921981517952
Aurodevirus,3,0.0001514921981517952,0.01514921981517952
Austintatiousvirus,3,0.0001514921981517952,0.01514921981517952
Avastrovirus,3,0.0001514921981517952,0.01514921981517952
Baltivirus,3,0.0001514921981517952,0.01514921981517952
Enhodamvirus,3,0.0001514921981517952,0.01514921981517952
Panicovirus,3,0.0001514921981517952,0.01514921981517952
Paraavulavirus,3,0.0001514921981517952,0.01514921981517952
Upirshuvirus,3,0.0001514921981517952,0.01514921981517952
Shangavirus,3,0.0001514921981517952,0.01514921981517952
Yatapoxvirus,3,0.0001514921981517952,0.01514921981517952
Junavirus,3,0.0001514921981517952,0.01514921981517952
Kablunavirus,3,0.0001514921981517952,0.01514921981517952
Leicestervirus,3,0.0001514921981517952,0.01514921981517952
Alfamovirus,3,0.0001514921981517952,0.01514921981517952
Yahnavirus,3,0.0001514921981517952,0.01514921981517952
Owenocuvirus,3,0.0001514921981517952,0.01514921981517952
Epsilonarterivirus,3,0.0001514921981517952,0.01514921981517952
Eracentumvirus,3,0.0001514921981517952,0.01514921981517952
Erbovirus,3,0.0001514921981517952,0.01514921981517952
Tsarbombavirus,3,0.0001514921981517952,0.01514921981517952
Tsukubavirus,3,0.0001514921981517952,0.01514921981517952
Ferullusivirus,3,0.0001514921981517952,0.01514921981517952
Fluruvirus,3,0.0001514921981517952,0.01514921981517952
Shirevirus,3,0.0001514921981517952,0.01514921981517952
Caligrhavirus,3,0.0001514921981517952,0.01514921981517952
Camtrevirus,3,0.0001514921981517952,0.01514921981517952
Botrexvirus,3,0.0001514921981517952,0.01514921981517952
Bottigliavirus,3,0.0001514921981517952,0.01514921981517952
Stralarivirus,3,0.0001514921981517952,0.01514921981517952
Epsilonpapillomavirus,3,0.0001514921981517952,0.01514921981517952
Kremarvirus,3,0.0001514921981517952,0.01514921981517952
Epsilonpolyomavirus,3,0.0001514921981517952,0.01514921981517952
Fahrmivirus,3,0.0001514921981517952,0.01514921981517952
Fairfaxidumvirus,3,0.0001514921981517952,0.01514921981517952
Orthopneumovirus,3,0.0001514921981517952,0.01514921981517952
Tuskovirus,3,0.0001514921981517952,0.01514921981517952
Bacillarnavirus,3,0.0001514921981517952,0.01514921981517952
Avihepatovirus,3,0.0001514921981517952,0.01514921981517952
Avisivirus,3,0.0001514921981517952,0.01514921981517952
Avocadovirus,3,0.0001514921981517952,0.01514921981517952
Axyvirus,3,0.0001514921981517952,0.01514921981517952
Skysandvirus,3,0.0001514921981517952,0.01514921981517952
Smoothievirus,3,0.0001514921981517952,0.01514921981517952
Stanholtvirus,3,0.0001514921981517952,0.01514921981517952
Bragavirus,3,0.0001514921981517952,0.01514921981517952
Haeldovirus,3,0.0001514921981517952,0.01514921981517952
Punavirus,3,0.0001514921981517952,0.01514921981517952
Delmidovirus,3,0.0001514921981517952,0.01514921981517952
Protegovirus,3,0.0001514921981517952,0.01514921981517952
Betahymrhavirus,3,0.0001514921981517952,0.01514921981517952
Yeshinuvirus,3,0.0001514921981517952,0.01514921981517952
Yihwangvirus,3,0.0001514921981517952,0.01514921981517952
Yingchengvirus,3,0.0001514921981517952,0.01514921981517952
Kronosvirus,3,0.0001514921981517952,0.01514921981517952
Kisquattuordecimvirus,3,0.0001514921981517952,0.01514921981517952
Kolesnikvirus,3,0.0001514921981517952,0.01514921981517952
Kolpuevirus,3,0.0001514921981517952,0.01514921981517952
Konmavirus,3,0.0001514921981517952,0.01514921981517952
Actinovirus,3,0.0001514921981517952,0.01514921981517952
Aerosvirus,3,0.0001514921981517952,0.01514921981517952
Affertcholeramvirus,3,0.0001514921981517952,0.01514921981517952
Yuyuevirus,2,0.00010099479876786346,0.010099479876786346
Agnathovirus,2,0.00010099479876786346,0.010099479876786346
Kryptosalinivirus,2,0.00010099479876786346,0.010099479876786346
Kikimoravirus,2,0.00010099479876786346,0.010099479876786346
Kukulkanvirus,2,0.00010099479876786346,0.010099479876786346
Kumottavirus,2,0.00010099479876786346,0.010099479876786346
Kunmingvirus,2,0.00010099479876786346,0.010099479876786346
Aguamentivirus,2,0.00010099479876786346,0.010099479876786346
Aguilavirus,2,0.00010099479876786346,0.010099479876786346
Ahaonvirus,2,0.00010099479876786346,0.010099479876786346
Akonivirus,2,0.00010099479876786346,0.010099479876786346
Kisquinquevirus,2,0.00010099479876786346,0.010099479876786346
Brimcuvirus,2,0.00010099479876786346,0.010099479876786346
Yokohamavirus,2,0.00010099479876786346,0.010099479876786346
Yodtorquevirus,2,0.00010099479876786346,0.010099479876786346
Lagovirus,2,0.00010099479876786346,0.010099479876786346
Kyungwonvirus,2,0.00010099479876786346,0.010099479876786346
Kwaitsingvirus,2,0.00010099479876786346,0.010099479876786346
Kharnvirus,2,0.00010099479876786346,0.010099479876786346
Keyvirus,2,0.00010099479876786346,0.010099479876786346
Kemicevirus,2,0.00010099479876786346,0.010099479876786346
Kakivirus,2,0.00010099479876786346,0.010099479876786346
Bramcovirus,2,0.00010099479876786346,0.010099479876786346
Squashvirus,2,0.00010099479876786346,0.010099479876786346
Sputnikvirus,2,0.00010099479876786346,0.010099479876786346
Splendidredvirus,2,0.00010099479876786346,0.010099479876786346
Zicotriavirus,2,0.00010099479876786346,0.010099479876786346
Buckevirus,2,0.00010099479876786346,0.010099479876786346
Epsilonscleroulivirus,2,0.00010099479876786346,0.010099479876786346
Pacinivirus,2,0.00010099479876786346,0.010099479876786346
Paadamvirus,2,0.00010099479876786346,0.010099479876786346
Ovirwhivirus,2,0.00010099479876786346,0.010099479876786346
Otakuvirus,2,0.00010099479876786346,0.010099479876786346
Etingtavirus,2,0.00010099479876786346,0.010099479876786346
Erskinevirus,2,0.00010099479876786346,0.010099479876786346
Oshimavirus,2,0.00010099479876786346,0.010099479876786346
Oscivirus,2,0.00010099479876786346,0.010099479876786346
Bakolyvirus,2,0.00010099479876786346,0.010099479876786346
Baileybluvirus,2,0.00010099479876786346,0.010099479876786346
Feofaniavirus,2,0.00010099479876786346,0.010099479876786346
Felipivirus,2,0.00010099479876786346,0.010099479876786346
Faustvirus,2,0.00010099479876786346,0.010099479876786346
Fipvunavirus,2,0.00010099479876786346,0.010099479876786346
Fihluvirus,2,0.00010099479876786346,0.010099479876786346
Tupanvirus,2,0.00010099479876786346,0.010099479876786346
Troedvirus,2,0.00010099479876786346,0.010099479876786346
Barnyardvirus,2,0.00010099479876786346,0.010099479876786346
Unyawovirus,2,0.00010099479876786346,0.010099479876786346
Oneupvirus,2,0.00010099479876786346,0.010099479876786346
Omicrontorquevirus,2,0.00010099479876786346,0.010099479876786346
Foetvirus,2,0.00010099479876786346,0.010099479876786346
Flaumdravirus,2,0.00010099479876786346,0.010099479876786346
Ferozepurvirus,2,0.00010099479876786346,0.010099479876786346
Baiafusivirus,2,0.00010099479876786346,0.010099479876786346
Bahguvirus,2,0.00010099479876786346,0.010099479876786346
Bahdevuvirus,2,0.00010099479876786346,0.010099479876786346
Tunggulvirus,2,0.00010099479876786346,0.010099479876786346
Errantivirus,2,0.00010099479876786346,0.010099479876786346
Ermolevavirus,2,0.00010099479876786346,0.010099479876786346
Eragrovirus,2,0.00010099479876786346,0.010099479876786346
Tritonvirus,2,0.00010099479876786346,0.010099479876786346
Pariacacavirus,2,0.00010099479876786346,0.010099479876786346
Eneladusvirus,2,0.00010099479876786346,0.010099479876786346
Emperorvirus,2,0.00010099479876786346,0.010099479876786346
Pektosvirus,2,0.00010099479876786346,0.010099479876786346
Pehohrivirus,2,0.00010099479876786346,0.010099479876786346
Oldborovirus,2,0.00010099479876786346,0.010099479876786346
Okubovirus,2,0.00010099479876786346,0.010099479876786346
Frobavirus,2,0.00010099479876786346,0.010099479876786346
Freyavirus,2,0.00010099479876786346,0.010099479876786346
Fremauxvirus,2,0.00010099479876786346,0.010099479876786346
Upborqevirus,2,0.00010099479876786346,0.010099479876786346
Papyrusvirus,2,0.00010099479876786346,0.010099479876786346
Episkevirus,2,0.00010099479876786346,0.010099479876786346
Entovirus,2,0.00010099479876786346,0.010099479876786346
Engorgivirus,2,0.00010099479876786346,0.010099479876786346
Passerivirus,2,0.00010099479876786346,0.010099479876786346
Tropivirus,2,0.00010099479876786346,0.010099479876786346
Bcepmuvirus,2,0.00010099479876786346,0.010099479876786346
Baylorvirus,2,0.00010099479876786346,0.010099479876786346
Atoyacvirus,2,0.00010099479876786346,0.010099479876786346
Asteriusvirus,2,0.00010099479876786346,0.010099479876786346
Asperivirus,2,0.00010099479876786346,0.010099479876786346
Vanyarvirus,2,0.00010099479876786346,0.010099479876786346
Foturvirus,2,0.00010099479876786346,0.010099479876786346
Oceanidvirus,2,0.00010099479876786346,0.010099479876786346
Nylescharonvirus,2,0.00010099479876786346,0.010099479876786346
Firingavirus,2,0.00010099479876786346,0.010099479876786346
Barnstormervirus,2,0.00010099479876786346,0.010099479876786346
Barchevirus,2,0.00010099479876786346,0.010099479876786346
Baoshanvirus,2,0.00010099479876786346,0.010099479876786346
Banmivirus,2,0.00010099479876786346,0.010099479876786346
Efbeekayvirus,2,0.00010099479876786346,0.010099479876786346
Pelagivirus,2,0.00010099479876786346,0.010099479876786346
Perisivirus,2,0.00010099479876786346,0.010099479876786346
Ebriosvirus,2,0.00010099479876786346,0.010099479876786346
Fussvirus,2,0.00010099479876786346,0.010099479876786346
Funestivirus,2,0.00010099479876786346,0.010099479876786346
Fukuivirus,2,0.00010099479876786346,0.010099479876786346
Nuhnehevirus,2,0.00010099479876786346,0.010099479876786346
Novosibvirus,2,0.00010099479876786346,0.010099479876786346
Gammaflexivirus,2,0.00010099479876786346,0.010099479876786346
Vegetivirus,2,0.00010099479876786346,0.010099479876786346
Vegetinivirus,2,0.00010099479876786346,0.010099479876786346
Pefuambidensovirus,2,0.00010099479876786346,0.010099479876786346
Pazvirus,2,0.00010099479876786346,0.010099479876786346
Pavtokvirus,2,0.00010099479876786346,0.010099479876786346
Paulavirus,2,0.00010099479876786346,0.010099479876786346
Trigintaduovirus,2,0.00010099479876786346,0.010099479876786346
Phayoncevirus,2,0.00010099479876786346,0.010099479876786346
Vesivirus,2,0.00010099479876786346,0.010099479876786346
Ashurnovirus,2,0.00010099479876786346,0.010099479876786346
Vendettavirus,2,0.00010099479876786346,0.010099479876786346
Vellamovirus,2,0.00010099479876786346,0.010099479876786346
Northamptonvirus,2,0.00010099479876786346,0.010099479876786346
Norfolkplacevirus,2,0.00010099479876786346,0.010099479876786346
Nordovirus,2,0.00010099479876786346,0.010099479876786346
Nonanavirus,2,0.00010099479876786346,0.010099479876786346
Galaxyvirus,2,0.00010099479876786346,0.010099479876786346
Basiliskvirus,2,0.00010099479876786346,0.010099479876786346
Bartuvirus,2,0.00010099479876786346,0.010099479876786346
Pemapivirus,2,0.00010099479876786346,0.010099479876786346
Efunavirus,2,0.00010099479876786346,0.010099479876786346
Efemunavirus,2,0.00010099479876786346,0.010099479876786346
Pharaohvirus,2,0.00010099479876786346,0.010099479876786346
Phainonvirus,2,0.00010099479876786346,0.010099479876786346
Dyopsipapillomavirus,2,0.00010099479876786346,0.010099479876786346
Pfluvirus,2,0.00010099479876786346,0.010099479876786346
Peronelivirus,2,0.00010099479876786346,0.010099479876786346
Treisepsilonpapillomavirus,2,0.00010099479876786346,0.010099479876786346
Gammaricinrhavirus,2,0.00010099479876786346,0.010099479876786346
Gammapleolipovirus,2,0.00010099479876786346,0.010099479876786346
Gammanucleorhabdovirus,2,0.00010099479876786346,0.010099479876786346
Gardenstatevirus,2,0.00010099479876786346,0.010099479876786346
Gambievirus,2,0.00010099479876786346,0.010099479876786346
Gallivirus,2,0.00010099479876786346,0.010099479876786346
Dyozetapapillomavirus,2,0.00010099479876786346,0.010099479876786346
Periculosovirus,2,0.00010099479876786346,0.010099479876786346
Percivalvirus,2,0.00010099479876786346,0.010099479876786346
Pepyhexavirus,2,0.00010099479876786346,0.010099479876786346
Phobosvirus,2,0.00010099479876786346,0.010099479876786346
Titanvirus,2,0.00010099479876786346,0.010099479876786346
Tinytimothyvirus,2,0.00010099479876786346,0.010099479876786346
Niuhvovirus,2,0.00010099479876786346,0.010099479876786346
Nimphelosvirus,2,0.00010099479876786346,0.010099479876786346
Violenivirus,2,0.00010099479876786346,0.010099479876786346
Vingilotevirus,2,0.00010099479876786346,0.010099479876786346
Vieuvirus,2,0.00010099479876786346,0.010099479876786346
Tralespevirus,2,0.00010099479876786346,0.010099479876786346
Behrmavirus,2,0.00010099479876786346,0.010099479876786346
Topilevirus,2,0.00010099479876786346,0.010099479876786346
Duridgovirus,2,0.00010099479876786346,0.010099479876786346
Duhcivirus,2,0.00010099479876786346,0.010099479876786346
Dolusvirus,2,0.00010099479876786346,0.010099479876786346
Doliuvirus,2,0.00010099479876786346,0.010099479876786346
Phayathaivirus,2,0.00010099479876786346,0.010099479876786346
Tinduovirus,2,0.00010099479876786346,0.010099479876786346
Pippivirus,2,0.00010099479876786346,0.010099479876786346
Dorisivirus,2,0.00010099479876786346,0.010099479876786346
Dianlovirus,2,0.00010099479876786346,0.010099479876786346
Aresaunavirus,2,0.00010099479876786346,0.010099479876786346
Arepavirus,2,0.00010099479876786346,0.010099479876786346
Nigecruvirus,2,0.00010099479876786346,0.010099479876786346
Nieuwekanaalvirus,2,0.00010099479876786346,0.010099479876786346
Nezavisimistyvirus,2,0.00010099479876786346,0.010099479876786346
Newbovirus,2,0.00010099479876786346,0.010099479876786346
Ganiavirus,2,0.00010099479876786346,0.010099479876786346
Pinnievirus,2,0.00010099479876786346,0.010099479876786346
Dronavirus,2,0.00010099479876786346,0.010099479876786346
Dreytovirus,2,0.00010099479876786346,0.010099479876786346
Phutvirus,2,0.00010099479876786346,0.010099479876786346
Phragmivirus,2,0.00010099479876786346,0.010099479876786346
Pleetrevirus,2,0.00010099479876786346,0.010099479876786346
Diresapivirus,2,0.00010099479876786346,0.010099479876786346
Diorhovirus,2,0.00010099479876786346,0.010099479876786346
Potamipivirus,2,0.00010099479876786346,0.010099479876786346
Detrevirus,2,0.00010099479876786346,0.010099479876786346
Gilsonvirus,2,0.00010099479876786346,0.010099479876786346
Getseptimavirus,2,0.00010099479876786346,0.010099479876786346
Nereusvirus,2,0.00010099479876786346,0.010099479876786346
Neptunevirus,2,0.00010099479876786346,0.010099479876786346
Gofduovirus,2,0.00010099479876786346,0.010099479876786346
Godonkavirus,2,0.00010099479876786346,0.010099479876786346
Glyciruvirus,2,0.00010099479876786346,0.010099479876786346
Glamdringvirus,2,0.00010099479876786346,0.010099479876786346
Nebovirus,2,0.00010099479876786346,0.010099479876786346
Vicosavirus,2,0.00010099479876786346,0.010099479876786346
Beograduvirus,2,0.00010099479876786346,0.010099479876786346
Pollyceevirus,2,0.00010099479876786346,0.010099479876786346
Pokrovskaiavirus,2,0.00010099479876786346,0.010099479876786346
Poindextervirus,2,0.00010099479876786346,0.010099479876786346
Diegovirus,2,0.00010099479876786346,0.010099479876786346
Dicipivirus,2,0.00010099479876786346,0.010099479876786346
Deltanucleorhabdovirus,2,0.00010099479876786346,0.010099479876786346
Wahbolevirus,2,0.00010099479876786346,0.010099479876786346
Voulevirus,2,0.00010099479876786346,0.010099479876786346
Volantivirus,2,0.00010099479876786346,0.010099479876786346
Aramisvirus,2,0.00010099479876786346,0.010099479876786346
Aquaparamyxovirus,2,0.00010099479876786346,0.010099479876786346
Aquamavirus,2,0.00010099479876786346,0.010099479876786346
Aptresvirus,2,0.00010099479876786346,0.010099479876786346
Nesevirus,2,0.00010099479876786346,0.010099479876786346
Pohlydovirus,2,0.00010099479876786346,0.010099479876786346
Pogseptimavirus,2,0.00010099479876786346,0.010099479876786346
Bernalvirus,2,0.00010099479876786346,0.010099479876786346
Deltahypovirus,2,0.00010099479876786346,0.010099479876786346
Pourcelvirus,2,0.00010099479876786346,0.010099479876786346
Potamoivirus,2,0.00010099479876786346,0.010099479876786346
Delfunavirus,2,0.00010099479876786346,0.010099479876786346
Myohalovirus,2,0.00010099479876786346,0.010099479876786346
Mykissvirus,2,0.00010099479876786346,0.010099479876786346
Muvirus,2,0.00010099479876786346,0.010099479876786346
Mutorquevirus,2,0.00010099479876786346,0.010099479876786346
Muscodensovirus,2,0.00010099479876786346,0.010099479876786346
Murrayvirus,2,0.00010099479876786346,0.010099479876786346
Mupivirus,2,0.00010099479876786346,0.010099479876786346
Narnavirus,2,0.00010099479876786346,0.010099479876786346
Deseoctovirus,2,0.00010099479876786346,0.010099479876786346
Demosthenesvirus,2,0.00010099479876786346,0.010099479876786346
Demetevirus,2,0.00010099479876786346,0.010099479876786346
Muldoonvirus,2,0.00010099479876786346,0.010099479876786346
Mulcrilevirus,2,0.00010099479876786346,0.010099479876786346
Grutrevirus,2,0.00010099479876786346,0.010099479876786346
Moriavirus,2,0.00010099479876786346,0.010099479876786346
Gustavvirus,2,0.00010099479876786346,0.010099479876786346
Myrnavirus,2,0.00010099479876786346,0.010099479876786346
Decapodiridovirus,2,0.00010099479876786346,0.010099479876786346
Priunavirus,2,0.00010099479876786346,0.010099479876786346
Primolicivirus,2,0.00010099479876786346,0.010099479876786346
Prasinovirus,2,0.00010099479876786346,0.010099479876786346
Delusorvirus,2,0.00010099479876786346,0.010099479876786346
Deltatectivirus,2,0.00010099479876786346,0.010099479876786346
Deltalipothrixvirus,2,0.00010099479876786346,0.010099479876786346
Tidunavirus,2,0.00010099479876786346,0.010099479876786346
Bescotivirus,2,0.00010099479876786346,0.010099479876786346
Bertelyvirus,2,0.00010099479876786346,0.010099479876786346
Wahtivirus,2,0.00010099479876786346,0.010099479876786346
Thetaarterivirus,2,0.00010099479876786346,0.010099479876786346
Thengelvirus,2,0.00010099479876786346,0.010099479876786346
Betainfluenzavirus,2,0.00010099479876786346,0.010099479876786346
Betafusellovirus,2,0.00010099479876786346,0.010099479876786346
Properatisvirus,2,0.00010099479876786346,0.010099479876786346
Deltacystovirus,2,0.00010099479876786346,0.010099479876786346
Pylasvirus,2,0.00010099479876786346,0.010099479876786346
Wahpevirus,2,0.00010099479876786346,0.010099479876786346
Wahlkavirus,2,0.00010099479876786346,0.010099479876786346
Apeevirus,2,0.00010099479876786346,0.010099479876786346
Apdecimavirus,2,0.00010099479876786346,0.010099479876786346
Aorunvirus,2,0.00010099479876786346,0.010099479876786346
Guelphvirus,2,0.00010099479876786346,0.010099479876786346
Monkskivirus,2,0.00010099479876786346,0.010099479876786346
Mollyvirus,2,0.00010099479876786346,0.010099479876786346
Damravirus,2,0.00010099479876786346,0.010099479876786346
Psavirus,2,0.00010099479876786346,0.010099479876786346
Quesadillavirus,2,0.00010099479876786346,0.010099479876786346
Molcatevirus,2,0.00010099479876786346,0.010099479876786346
Waukeshavirus,2,0.00010099479876786346,0.010099479876786346
Annadreamyvirus,2,0.00010099479876786346,0.010099479876786346
Anjalivirus,2,0.00010099479876786346,0.010099479876786346
Anicalvirus,2,0.00010099479876786346,0.010099479876786346
Angristvirus,2,0.00010099479876786346,0.010099479876786346
Andurilvirus,2,0.00010099479876786346,0.010099479876786346
Wanjuvirus,2,0.00010099479876786346,0.010099479876786346
